Victim_ID,Name,Age,Gender,District
VIC00504,Jackson Modi,31,Male,Vijayapura
VIC00505,Orinder Virk,54,Male,Belagavi
VIC00506,Ishwar Aggarwal,70,Female,Bengaluru Urban
VIC00507,Shaurya Subramanian,37,Female,Tumakuru
VIC00508,Warda Varma,70,Male,Davanagere
VIC00509,Gagan Saran,49,Female,Kalaburagi
VIC00510,Gautam Sandhu,44,Female,Belagavi
VIC00511,Meera Dua,71,Female,Tumakuru
VIC00512,Deepa Mitter,66,Female,Bengaluru Rural
VIC00513,Shivansh Agrawal,29,Female,Kalaburagi
VIC00514,Bishakha Ramanathan,41,Male,Tumakuru
VIC00515,Bimala Nayak,56,Male,Tumakuru
VIC00516,Ryan Ramesh,45,Female,Hubballi-Dharwad
VIC00517,Ekanta Tank,72,Female,Vijayapura
VIC00518,Wyatt Dua,36,Male,Bengaluru Rural
VIC00519,Upadhriti Keer,69,Male,Bengaluru Rural
VIC00520,Rachit Rana,59,Male,Ballari
VIC00521,Thomas Buch,44,Male,Shivamogga
VIC00522,Falan Venkataraman,65,Male,Vijayapura
VIC00523,Jagdish Bora,46,Male,Vijayapura
VIC00524,Nidhi Loyal,36,Female,Mangaluru
VIC00525,Wazir Tailor,32,Female,Tumakuru
VIC00526,Advay Bhatt,42,Male,Mangaluru
VIC00527,Veer Gokhale,72,Female,Bengaluru Rural
VIC00528,Dipta Sarraf,40,Female,Kalaburagi
VIC00529,Aryan Bajwa,70,Female,Bengaluru Urban
VIC00530,Siddharth Chakrabarti,41,Male,Tumakuru
VIC00531,Siya Seth,36,Female,Chikkamagaluru
VIC00532,Devansh Shankar,60,Female,Hubballi-Dharwad
VIC00533,Radha Nadkarni,71,Female,Vijayapura
VIC00534,Januja Mitter,33,Male,Chikkamagaluru
VIC00535,Pushti Mody,44,Male,Bengaluru Urban
VIC00536,Ikbal Karan,19,Male,Hassan
VIC00537,Praneel Sane,41,Female,Belagavi
VIC00538,Bina Sandal,28,Female,Mangaluru
VIC00539,Gagan Mahal,53,Female,Mangaluru
VIC00540,Kashvi Choudhary,57,Female,Udupi
VIC00541,Jack Das,21,Female,Mysuru
VIC00542,Wriddhish Saraf,58,Female,Davanagere
VIC00543,Watika Pau,29,Female,Chikkamagaluru
VIC00544,Advaith Bobal,38,Male,Kalaburagi
VIC00545,Sneha Ganguly,32,Male,Davanagere
VIC00546,Anmol Desai,69,Male,Tumakuru
VIC00547,Isaiah Rout,25,Female,Udupi
VIC00548,Krishna Wali,66,Female,Udupi
VIC00549,Vasatika Barad,53,Male,Belagavi
VIC00550,Damini Nagar,31,Male,Bengaluru Rural
VIC00551,Yoshita Jha,19,Female,Bengaluru Urban
VIC00552,Harish Gopal,58,Male,Bengaluru Urban
VIC00553,Advik Ramanathan,57,Male,Ballari
VIC00554,Ati Rajan,42,Male,Davanagere
VIC00555,Dhruv Kara,64,Male,Shivamogga
VIC00556,Ishita Singhal,58,Female,Mysuru
VIC00557,Chandresh Lad,33,Male,Hubballi-Dharwad
VIC00558,Ishaan Dhingra,30,Male,Davanagere
VIC00559,Chaaya Jani,67,Female,Hassan
VIC00560,Theodore Trivedi,34,Male,Hubballi-Dharwad
VIC00561,Chavvi Balay,23,Male,Vijayapura
VIC00562,Balhaar Borde,19,Male,Bengaluru Rural
VIC00563,Chandani Kara,47,Male,Bengaluru Rural
VIC00564,Oviya Dara,27,Female,Hubballi-Dharwad
VIC00565,Xalak Dey,75,Male,Bengaluru Rural
VIC00566,Zayyan Kanda,22,Female,Udupi
VIC00567,Xiti Shanker,41,Male,Kalaburagi
VIC00568,Inaya Krish,24,Female,Hassan
VIC00569,Vedika Pingle,19,Female,Bengaluru Rural
VIC00570,Janaki Lal,49,Male,Mangaluru
VIC00571,Jackson Sachdeva,61,Female,Kalaburagi
VIC00572,Bhavani Om,74,Female,Vijayapura
VIC00573,Bhavika Ghose,46,Male,Mysuru
VIC00574,Aadhya Balakrishnan,37,Male,Chikkamagaluru
VIC00575,Harrison Sur,29,Male,Bengaluru Rural
VIC00576,Jeevika Basu,39,Female,Shivamogga
VIC00577,Zaitra Basak,57,Male,Mysuru
VIC00578,Peter Chaudry,51,Female,Chikkamagaluru
VIC00579,Vincent Ahuja,25,Male,Ballari
VIC00580,Aarav Chatterjee,19,Male,Tumakuru
VIC00581,Anamika Tank,50,Male,Mangaluru
VIC00582,Dhriti Kadakia,73,Female,Bengaluru Rural
VIC00583,Theodore Dara,75,Male,Bengaluru Urban
VIC00584,Anthony Sunder,38,Male,Mangaluru
VIC00585,Gagan Nori,23,Male,Hubballi-Dharwad
VIC00586,Kai Dutta,35,Female,Mangaluru
VIC00587,Wridesh Viswanathan,23,Female,Davanagere
VIC00588,Warda Prasad,53,Female,Shivamogga
VIC00589,Balvan Prabhu,65,Female,Kalaburagi
VIC00590,Harita Prakash,50,Female,Chikkamagaluru
VIC00591,Rehaan Chokshi,30,Female,Mysuru
VIC00592,Kamya Magar,30,Female,Kalaburagi
VIC00593,Sachi Chad,24,Female,Mysuru
VIC00594,Yachana Kata,68,Male,Davanagere
VIC00595,Warhi Nazareth,49,Female,Chikkamagaluru
VIC00596,Waida Mann,46,Female,Ballari
VIC00597,Pahal Mutti,65,Female,Udupi
VIC00598,Lohit Sood,38,Male,Ballari
VIC00599,Warinder Dave,42,Female,Mangaluru
VIC00600,Veer Tailor,54,Female,Belagavi
VIC00601,Shivani Comar,75,Male,Shivamogga
VIC00602,Isaiah Ranganathan,28,Male,Tumakuru
VIC00603,Rudra Patla,34,Female,Hubballi-Dharwad
VIC00604,Aarini Ratti,56,Female,Kalaburagi
VIC00605,Wishi Ghose,19,Male,Mysuru
VIC00606,Nidra Mall,69,Female,Kalaburagi
VIC00607,Sai Mani,68,Male,Belagavi
VIC00608,Jackson Sangha,33,Male,Mangaluru
VIC00609,Eesha Hayre,60,Female,Belagavi
VIC00610,Yashvi Karnik,27,Female,Bengaluru Rural
VIC00611,Ikbal Sawhney,18,Female,Davanagere
VIC00612,Fiyaz Mohan,18,Female,Mangaluru
VIC00613,Matthew Yadav,47,Female,Chikkamagaluru
VIC00614,Nisha Saha,32,Male,Kalaburagi
VIC00615,Hitesh Mistry,36,Male,Tumakuru
VIC00616,Barkha Sachar,31,Male,Tumakuru
VIC00617,Vasudha Trivedi,35,Male,Ballari
VIC00618,Jagat More,75,Female,Vijayapura
VIC00619,Triya Batra,66,Female,Belagavi
VIC00620,Omkaar Bahri,70,Female,Mangaluru
VIC00621,Chandresh Korpal,30,Male,Hassan
VIC00622,Jackson Nayar,49,Female,Bengaluru Urban
VIC00623,Akshay Kari,35,Female,Bengaluru Rural
VIC00624,Sanya Thaker,25,Female,Mysuru
VIC00625,Xavier Mann,56,Female,Ballari
VIC00626,Panini Shankar,42,Male,Ballari
VIC00627,Mekhala Kanda,19,Female,Bengaluru Urban
VIC00628,Kevin Nigam,59,Male,Chikkamagaluru
VIC00629,Arya Batra,47,Female,Mysuru
VIC00630,Udyati Rao,71,Female,Bengaluru Urban
VIC00631,Falguni Contractor,75,Male,Belagavi
VIC00632,Mason Naidu,59,Male,Bengaluru Rural
VIC00633,Yochana Master,48,Male,Udupi
VIC00634,Vamakshi Khare,69,Female,Davanagere
VIC00635,Gavin Murthy,37,Female,Belagavi
VIC00636,Shravya Wable,66,Female,Kalaburagi
VIC00637,Gauri Kaul,23,Female,Shivamogga
VIC00638,Oscar Sankar,57,Male,Kalaburagi
VIC00639,Jacob Wali,37,Female,Shivamogga
VIC00640,Jatin Choudhry,72,Male,Udupi
VIC00641,Shaurya Babu,41,Male,Bengaluru Urban
VIC00642,Champak Tak,32,Male,Udupi
VIC00643,Daksh Chhabra,18,Male,Bengaluru Rural
VIC00644,Advay Sekhon,38,Female,Mangaluru
VIC00645,Wakeeta Ratta,28,Male,Mangaluru
VIC00646,Odika Sarraf,64,Female,Udupi
VIC00647,Oviya Kulkarni,75,Male,Chikkamagaluru
VIC00648,Tamanna Kapoor,62,Male,Hubballi-Dharwad
VIC00649,Advika Shroff,74,Male,Bengaluru Rural
VIC00650,Radha Bera,21,Female,Bengaluru Rural
VIC00651,Bishakha Chaudry,34,Female,Davanagere
VIC00652,Andrew Kade,57,Female,Hubballi-Dharwad
VIC00653,Ojasvi Mannan,62,Male,Chikkamagaluru
VIC00654,Nidhi Khatri,26,Female,Bengaluru Rural
VIC00655,Sudiksha Dash,26,Female,Udupi
VIC00656,Nilima Venkatesh,27,Female,Vijayapura
VIC00657,Rajata Lad,46,Male,Tumakuru
VIC00658,Pranav Kapoor,51,Male,Ballari
VIC00659,Yashvi Chacko,48,Female,Hubballi-Dharwad
VIC00660,Lekha Contractor,38,Female,Mangaluru
VIC00661,Harinakshi Mitter,23,Female,Hassan
VIC00662,Indali Bhargava,36,Male,Belagavi
VIC00663,Nisha Andra,53,Male,Vijayapura
VIC00664,Janani Bhasin,59,Male,Davanagere
VIC00665,Zansi Pal,22,Male,Shivamogga
VIC00666,Oscar Prabhu,21,Male,Bengaluru Urban
VIC00667,Akshay Dada,60,Male,Shivamogga
VIC00668,Jason Deshpande,70,Female,Mangaluru
VIC00669,Qasim Raman,49,Male,Belagavi
VIC00670,Ethan Yogi,31,Female,Hassan
VIC00671,Geetika Mallick,37,Female,Vijayapura
VIC00672,Darpan Cheema,27,Male,Chikkamagaluru
VIC00673,Yash Bhatia,26,Male,Chikkamagaluru
VIC00674,Dalaja Bath,41,Female,Shivamogga
VIC00675,Radhika Comar,73,Male,Hassan
VIC00676,Lavanya Purohit,43,Male,Bengaluru Rural
VIC00677,Pushti Kari,35,Female,Mysuru
VIC00678,Wishi Konda,61,Female,Udupi
VIC00679,Kabir Gokhale,54,Male,Mysuru
VIC00680,Rajeshri Mane,47,Male,Davanagere
VIC00681,Parth Kota,25,Male,Bengaluru Urban
VIC00682,Nitesh Loke,75,Female,Mysuru
VIC00683,Lajita Chowdhury,35,Male,Shivamogga
VIC00684,Rachana Goswami,60,Female,Belagavi
VIC00685,Victor Sharaf,34,Male,Chikkamagaluru
VIC00686,Deepa Pandey,53,Male,Belagavi
VIC00687,Bhavna Mani,45,Male,Mysuru
VIC00688,Neel Datta,43,Female,Tumakuru
VIC00689,Vidhi Bhatt,39,Male,Shivamogga
VIC00690,Bakhshi Minhas,35,Female,Bengaluru Rural
VIC00691,Upma Vasa,21,Female,Davanagere
VIC00692,Janaki Parmer,45,Male,Hubballi-Dharwad
VIC00693,Anamika Thaker,30,Female,Mysuru
VIC00694,Jonathan Oak,56,Female,Tumakuru
VIC00695,Vincent Sahota,56,Female,Tumakuru
VIC00696,Chatura Peri,45,Male,Vijayapura
VIC00697,Omkaar Behl,21,Male,Bengaluru Rural
VIC00698,David Rajagopal,32,Male,Bengaluru Urban
VIC00699,Balendra Chaudhary,75,Male,Ballari
VIC00700,Xavier Seshadri,35,Male,Bengaluru Rural
VIC00701,Aarini Sarma,52,Male,Hubballi-Dharwad
VIC00702,Panini Bala,32,Female,Kalaburagi
VIC00703,Andrew Sama,43,Male,Mangaluru
VIC00704,Pranit Comar,64,Female,Shivamogga
VIC00705,Ganga Sarin,31,Male,Hassan
VIC00706,Frederick Karpe,31,Female,Vijayapura
VIC00707,Dayamai Joshi,36,Female,Davanagere
VIC00708,Chatresh Rai,18,Male,Mysuru
VIC00709,Tanveer Prabhu,50,Female,Davanagere
VIC00710,Falak Srinivas,37,Male,Mysuru
VIC00711,Krishna Suri,38,Male,Mysuru
VIC00712,Rohan Raghavan,29,Female,Chikkamagaluru
VIC00713,Nathan Chhabra,47,Male,Bengaluru Urban
VIC00714,Anirudh Ratta,60,Female,Kalaburagi
VIC00715,Aarav Lad,39,Male,Mysuru
VIC00716,Daniel Sood,34,Male,Mysuru
VIC00717,Aradhana Panchal,61,Male,Ballari
VIC00718,Chasmum Shah,40,Female,Ballari
VIC00719,Idika Wadhwa,18,Female,Udupi
VIC00720,Xiti Bose,33,Female,Bengaluru Rural
VIC00721,Dominic Ghose,20,Male,Ballari
VIC00722,Anvi Ravel,61,Female,Udupi
VIC00723,Dalbir Date,32,Male,Hassan
VIC00724,Anya Chopra,27,Male,Bengaluru Rural
VIC00725,Rohan Bhat,37,Female,Shivamogga
VIC00726,Ekaraj Contractor,49,Female,Tumakuru
VIC00727,Ira Saxena,34,Female,Hubballi-Dharwad
VIC00728,Krishna Shroff,41,Female,Bengaluru Urban
VIC00729,Udyati Madan,70,Female,Hubballi-Dharwad
VIC00730,Ladli Bhandari,63,Female,Chikkamagaluru
VIC00731,Ira Ranganathan,51,Female,Bengaluru Rural
VIC00732,Vrishti Choudhry,35,Male,Mysuru
VIC00733,Veda Gokhale,44,Male,Vijayapura
VIC00734,Maya Dubey,27,Female,Shivamogga
VIC00735,Vamakshi Dey,19,Male,Ballari
VIC00736,Amara Kuruvilla,65,Female,Belagavi
VIC00737,Oni Ramakrishnan,31,Male,Mangaluru
VIC00738,Raghav Halder,42,Male,Hubballi-Dharwad
VIC00739,Nirja Sodhi,74,Female,Chikkamagaluru
VIC00740,Turvi Munshi,51,Male,Hubballi-Dharwad
VIC00741,Chameli Varma,61,Female,Chikkamagaluru
VIC00742,Eta Bassi,39,Female,Ballari
VIC00743,Lila Chad,44,Female,Hubballi-Dharwad
VIC00744,Rachana Kala,30,Male,Ballari
VIC00745,Pavani Kulkarni,51,Female,Udupi
VIC00746,Sai Badal,57,Male,Kalaburagi
VIC00747,Chaitaly Sandhu,68,Female,Ballari
VIC00748,Keya Shenoy,68,Female,Hubballi-Dharwad
VIC00749,Aradhana Chokshi,25,Male,Shivamogga
VIC00750,Pooja Dass,61,Male,Shivamogga
VIC00751,Yutika Agarwal,61,Male,Tumakuru
VIC00752,Zayyan Iyengar,36,Male,Hubballi-Dharwad
VIC00753,Yachana Divan,49,Female,Bengaluru Rural
VIC00754,Ekaraj Patil,69,Female,Bengaluru Urban
VIC00755,Falguni Kala,47,Male,Mangaluru
VIC00756,Maanav Som,36,Male,Bengaluru Urban
VIC00757,Yashawini Panchal,49,Female,Bengaluru Urban
VIC00758,Aditya Barman,45,Female,Vijayapura
VIC00759,Lekha Bhandari,71,Male,Bengaluru Urban
VIC00760,Kabir Agate,34,Male,Belagavi
VIC00761,Anya Vig,74,Female,Hassan
VIC00762,Chasmum Issac,72,Male,Bengaluru Rural
VIC00763,Banjeet Menon,63,Female,Mysuru
VIC00764,Chakrika Bumb,64,Male,Kalaburagi
VIC00765,Pratyush Tank,55,Male,Hubballi-Dharwad
VIC00766,Vamakshi Goswami,32,Male,Shivamogga
VIC00767,Keya Saha,40,Male,Hassan
VIC00768,Quincy Kar,61,Female,Kalaburagi
VIC00769,Krishna Raval,43,Male,Chikkamagaluru
VIC00770,Pahal Palla,34,Female,Ballari
VIC00771,Charles Saxena,37,Male,Ballari
VIC00772,Viraj Ratti,45,Female,Hassan
VIC00773,Jacob Grover,55,Male,Vijayapura
VIC00774,Jatin Sarkar,67,Male,Hubballi-Dharwad
VIC00775,Yuvraj Savant,26,Female,Tumakuru
VIC00776,Bakhshi Mane,30,Female,Hubballi-Dharwad
VIC00777,Reva Randhawa,23,Female,Ballari
VIC00778,Dipta Atwal,58,Female,Tumakuru
VIC00779,Adya Kunda,29,Female,Hassan
VIC00780,Saksham Nagi,74,Female,Bengaluru Rural
VIC00781,Unnati Wable,26,Female,Davanagere
VIC00782,Isaac Savant,38,Female,Shivamogga
VIC00783,Wriddhish Ramesh,40,Female,Shivamogga
VIC00784,Samarth Babu,44,Female,Shivamogga
VIC00785,Kashvi Mittal,19,Male,Hassan
VIC00786,Yug Vyas,44,Male,Hassan
VIC00787,Lucky Karnik,26,Female,Hassan
VIC00788,Aryan Chacko,33,Female,Mysuru
VIC00789,Dominic Prashad,57,Female,Bengaluru Urban
VIC00790,Siddharth Deol,66,Female,Mysuru
VIC00791,Zaitra Bir,43,Male,Shivamogga
VIC00792,Chatura Solanki,69,Female,Udupi
VIC00793,Anthony Chatterjee,21,Male,Bengaluru Urban
VIC00794,Rushil Bains,35,Male,Belagavi
VIC00795,Amara Sarkar,56,Male,Udupi
VIC00796,Darpan Dua,36,Female,Davanagere
VIC00797,Peter Wadhwa,39,Male,Bengaluru Rural
VIC00798,Gabriel Bhalla,65,Male,Davanagere
VIC00799,Oviya Bhalla,31,Male,Tumakuru
VIC00800,Raagini Sani,65,Female,Mysuru
VIC00801,Azad Ganesh,32,Male,Hubballi-Dharwad
VIC00802,Harsh Desai,58,Female,Davanagere
VIC00803,Balveer Dhar,18,Female,Ballari
VIC00804,Irya Joshi,62,Male,Bengaluru Rural
VIC00805,Bhavini Gandhi,22,Male,Mysuru
VIC00806,Osha Krishna,56,Male,Tumakuru
VIC00807,Rajeshri Raghavan,24,Male,Mangaluru
VIC00808,Zilmil Bora,24,Female,Bengaluru Urban
VIC00809,Aarna Kara,71,Female,Kalaburagi
VIC00810,Bakhshi Ghosh,21,Male,Hubballi-Dharwad
VIC00811,Laban Sen,43,Female,Mysuru
VIC00812,Arjun Seth,70,Male,Udupi
VIC00813,Harini Chandran,72,Female,Udupi
VIC00814,Daksha Virk,57,Female,Udupi
VIC00815,Logan Dhar,60,Male,Kalaburagi
VIC00816,Avi Amble,27,Male,Mysuru
VIC00817,Ijaya Solanki,27,Male,Mysuru
VIC00818,Yash Mangat,50,Male,Shivamogga
VIC00819,Victor Sabharwal,48,Female,Hubballi-Dharwad
VIC00820,Matthew Mammen,60,Male,Ballari
VIC00821,Bhavani Parsa,49,Female,Vijayapura
VIC00822,Adya Talwar,35,Female,Kalaburagi
VIC00823,Viraj Suresh,62,Male,Shivamogga
VIC00824,Parth Deol,44,Female,Mysuru
VIC00825,Ekiya Modi,19,Female,Shivamogga
VIC00826,Tarak Om,25,Female,Bengaluru Urban
VIC00827,Samarth Merchant,55,Female,Bengaluru Urban
VIC00828,Pushti Bhavsar,59,Female,Bengaluru Urban
VIC00829,Umang Hayer,40,Male,Shivamogga
VIC00830,Omya Rama,74,Female,Hubballi-Dharwad
VIC00831,Veer Mani,18,Male,Belagavi
VIC00832,Divya Pall,50,Male,Belagavi
VIC00833,Advik Sibal,75,Female,Tumakuru
VIC00834,Frado Bhatt,22,Male,Vijayapura
VIC00835,Advaith Dewan,27,Female,Vijayapura
VIC00836,Nachiket Mitra,64,Female,Shivamogga
VIC00837,Dhriti Desai,63,Male,Hubballi-Dharwad
VIC00838,Saumya Mohan,68,Female,Chikkamagaluru
VIC00839,Netra Kala,43,Male,Chikkamagaluru
VIC00840,Rushil Lanka,71,Female,Kalaburagi
VIC00841,Daksh Johal,48,Male,Ballari
VIC00842,Nathan Cherian,63,Female,Mysuru
VIC00843,Girindra Gandhi,62,Female,Ballari
VIC00844,Aarnav Buch,55,Female,Ballari
VIC00845,Praneel Tripathi,57,Female,Bengaluru Rural
VIC00846,Devansh Nanda,20,Male,Udupi
VIC00847,Hiral Saha,64,Male,Mangaluru
VIC00848,Jason Keer,24,Male,Shivamogga
VIC00849,Daksha Chaudhary,61,Female,Belagavi
VIC00850,Bishakha Sama,66,Male,Hassan
VIC00851,Nidra Om,69,Male,Bengaluru Rural
VIC00852,Hemang Tank,75,Male,Davanagere
VIC00853,Inaya Choudhury,75,Female,Hassan
VIC00854,Saumya Chaudhari,44,Male,Bengaluru Urban
VIC00855,Harish Barad,57,Female,Bengaluru Rural
VIC00856,Ojasvi Radhakrishnan,20,Male,Shivamogga
VIC00857,Edhitha Varughese,66,Female,Ballari
VIC00858,Anita Bhatia,58,Male,Chikkamagaluru
VIC00859,Gayathri Narang,29,Female,Bengaluru Rural
VIC00860,Mugdha Saran,62,Female,Kalaburagi
VIC00861,Jai Muni,26,Male,Mangaluru
VIC00862,Ridhi Raman,34,Female,Shivamogga
VIC00863,Hritik Buch,61,Female,Mangaluru
VIC00864,Irya Lata,30,Male,Kalaburagi
VIC00865,Triya Parmar,70,Male,Bengaluru Rural
VIC00866,Akshay Pall,55,Male,Vijayapura
VIC00867,Bhanumati Muni,60,Male,Mangaluru
VIC00868,Reva Baria,20,Male,Chikkamagaluru
VIC00869,Mekhala Gera,18,Female,Hassan
VIC00870,Dayita Som,44,Male,Belagavi
VIC00871,Janaki Babu,29,Female,Mangaluru
VIC00872,Janaki Menon,71,Male,Ballari
VIC00873,Advaith Taneja,70,Female,Tumakuru
VIC00874,Vinaya Prabhu,40,Female,Ballari
VIC00875,Ayushman Deshpande,75,Male,Hassan
VIC00876,Qadim Dhaliwal,22,Female,Kalaburagi
VIC00877,Warjas Gera,58,Female,Udupi
VIC00878,Peter Oak,22,Male,Mysuru
VIC00879,Rachana Sandal,68,Female,Bengaluru Rural
VIC00880,Fitan Shankar,25,Female,Mangaluru
VIC00881,Benjamin Rout,21,Female,Bengaluru Urban
VIC00882,Jonathan Mitter,32,Female,Chikkamagaluru
VIC00883,Imaran Dara,71,Female,Kalaburagi
VIC00884,Udyati Rai,63,Female,Bengaluru Rural
VIC00885,Tarak Bhat,73,Male,Hubballi-Dharwad
VIC00886,Manya Bhakta,22,Male,Udupi
VIC00887,Adya Ratti,51,Female,Kalaburagi
VIC00888,Jackson Savant,57,Male,Tumakuru
VIC00889,Vansha Mann,62,Male,Ballari
VIC00890,Ekansh Lad,48,Female,Vijayapura
VIC00891,Liam Narayan,19,Male,Belagavi
VIC00892,Deepa Tella,44,Female,Mangaluru
VIC00893,Kiaan Bajaj,39,Male,Mysuru
VIC00894,Anya Manne,31,Female,Chikkamagaluru
VIC00895,Benjamin Mallick,66,Male,Mangaluru
VIC00896,Agastya Mohanty,49,Male,Hassan
VIC00897,Gayathri Chakrabarti,54,Male,Belagavi
VIC00898,Tanveer Raj,22,Female,Ballari
VIC00899,Logan Manda,65,Male,Chikkamagaluru
VIC00900,Tristan Kumer,53,Female,Mysuru
VIC00901,Aadi Ganesh,35,Male,Bengaluru Rural
VIC00902,Aryan Nair,20,Female,Tumakuru
VIC00903,Adweta Rana,32,Female,Kalaburagi
VIC00904,Gaurav Deep,48,Female,Hassan
VIC00905,Kritika Yogi,72,Male,Bengaluru Urban
VIC00906,Anamika Sachdev,21,Male,Hassan
VIC00907,Jhalak Korpal,68,Male,Tumakuru
VIC00908,Noah Dutt,56,Female,Vijayapura
VIC00909,Warda Palla,61,Male,Tumakuru
VIC00910,Nidra Lal,48,Male,Kalaburagi
VIC00911,Isaac Issac,67,Female,Davanagere
VIC00912,Ubika Hari,26,Female,Davanagere
VIC00913,Hredhaan Krish,45,Male,Bengaluru Rural
VIC00914,Urishilla Natarajan,46,Male,Chikkamagaluru
VIC00915,Ishita Sekhon,57,Female,Belagavi
VIC00916,Zayyan Sandal,30,Female,Kalaburagi
VIC00917,Gagan Peri,21,Male,Mangaluru
VIC00918,Veda Naidu,23,Male,Mangaluru
VIC00919,Darpan Khosla,44,Male,Hassan
VIC00920,Qasim Dara,18,Male,Udupi
VIC00921,Banjeet Sanghvi,21,Male,Bengaluru Urban
VIC00922,Chaitaly Grover,26,Female,Mysuru
VIC00923,Alka Buch,36,Male,Belagavi
VIC00924,Sachi Shroff,40,Male,Hubballi-Dharwad
VIC00925,Anmol Hayer,26,Female,Shivamogga
VIC00926,Yashoda Shankar,60,Male,Vijayapura
VIC00927,Noah Desai,22,Male,Hubballi-Dharwad
VIC00928,Reva Chaudry,52,Male,Shivamogga
VIC00929,Mahika Ghosh,63,Female,Chikkamagaluru
VIC00930,Amol More,72,Male,Shivamogga
VIC00931,Radhika Arora,63,Female,Belagavi
VIC00932,Vrishti Raval,67,Female,Udupi
VIC00933,Vedant Dhar,59,Male,Tumakuru
VIC00934,Pranit Swaminathan,75,Female,Belagavi
VIC00935,Charvi Rao,62,Male,Bengaluru Urban
VIC00936,Vidhi Ahluwalia,40,Female,Davanagere
VIC00937,Girish Patil,57,Female,Hubballi-Dharwad
VIC00938,Idika Parsa,23,Male,Chikkamagaluru
VIC00939,Aradhana Yohannan,26,Male,Hubballi-Dharwad
VIC00940,Liam Dewan,65,Male,Bengaluru Rural
VIC00941,Avni Loke,41,Male,Bengaluru Urban
VIC00942,David Anne,33,Female,Vijayapura
VIC00943,Nicholas Kara,66,Female,Bengaluru Rural
VIC00944,Gautami Kala,19,Female,Udupi
VIC00945,Ishanvi Kade,20,Female,Hubballi-Dharwad
VIC00946,Rudra Borde,55,Female,Hubballi-Dharwad
VIC00947,Xalak Rajan,70,Male,Bengaluru Urban
VIC00948,Urmi Naik,35,Female,Shivamogga
VIC00949,Aarnav Nayak,19,Female,Kalaburagi
VIC00950,Quincy Konda,46,Male,Mangaluru
VIC00951,Manya Sekhon,31,Female,Mysuru
VIC00952,Harish Srinivasan,60,Female,Tumakuru
VIC00953,Shravya Bumb,21,Female,Bengaluru Urban
VIC00954,Sneha Bumb,52,Female,Chikkamagaluru
VIC00955,Shivansh Bhattacharyya,19,Female,Chikkamagaluru
VIC00956,Ekapad Babu,71,Female,Hassan
VIC00957,Bakhshi Mitter,66,Male,Hassan
VIC00958,Krish Kari,19,Female,Davanagere
VIC00959,Hamsini Mangat,71,Female,Udupi
VIC00960,Upadhriti Lal,45,Male,Hassan
VIC00961,Thomas Babu,24,Female,Davanagere
VIC00962,Hritik Dixit,61,Female,Udupi
VIC00963,Vaishnavi Sangha,52,Female,Kalaburagi
VIC00964,Ojas Chowdhury,54,Female,Mysuru
VIC00965,Prisha Gola,42,Female,Davanagere
VIC00966,Faras Mukhopadhyay,33,Male,Chikkamagaluru
VIC00967,Ikshita Modi,18,Female,Hassan
VIC00968,Viraj Bose,61,Female,Bengaluru Rural
VIC00969,Hritik Dixit,33,Female,Belagavi
VIC00970,Jason Sule,54,Female,Bengaluru Urban
VIC00971,Lohit Bakshi,57,Female,Belagavi
VIC00972,Mahika Sura,35,Female,Hassan
VIC00973,Champak Jaggi,59,Male,Bengaluru Rural
VIC00974,Anamika Bhattacharyya,37,Female,Udupi
VIC00975,Kashish Jani,34,Male,Shivamogga
VIC00976,Isaac Hegde,47,Male,Shivamogga
VIC00977,Manya Lal,18,Female,Bengaluru Urban
VIC00978,Ekantika Nagarajan,40,Female,Vijayapura
VIC00979,Chatura Swaminathan,72,Male,Kalaburagi
VIC00980,Jalsa Yogi,21,Male,Hubballi-Dharwad
VIC00981,Elijah Khurana,75,Female,Bengaluru Rural
VIC00982,Sara Brar,46,Male,Hubballi-Dharwad
VIC00983,Inaya Bajwa,67,Female,Hubballi-Dharwad
VIC00984,Netra Bhardwaj,73,Female,Mysuru
VIC00985,Gautami Sehgal,32,Male,Mysuru
VIC00986,Praneel Sant,73,Male,Mangaluru
VIC00987,Ekaraj Agate,25,Male,Mysuru
VIC00988,Robert Mohan,61,Female,Ballari
VIC00989,Veer Dewan,38,Male,Tumakuru
VIC00990,Parth Sangha,63,Male,Bengaluru Urban
VIC00991,Nimrat Nanda,63,Female,Hubballi-Dharwad
VIC00992,Ishaan Soni,19,Female,Tumakuru
VIC00993,Manan Tripathi,63,Male,Ballari
VIC00994,Forum Dugar,33,Female,Bengaluru Rural
VIC00995,Neha Shan,22,Female,Bengaluru Rural
VIC00996,Alexander Chad,50,Male,Mangaluru
VIC00997,Arunima Mangat,31,Female,Ballari
VIC00998,Tanvi Sarna,41,Female,Bengaluru Rural
VIC00999,Jeet Morar,59,Female,Chikkamagaluru
VIC01000,Alexander Deshmukh,36,Male,Bengaluru Urban
VIC01001,Meera Boase,38,Female,Belagavi
VIC01002,Samarth Dyal,44,Female,Shivamogga
VIC01003,Sudiksha Anne,36,Male,Mysuru
VIC01004,Nimrat Dhaliwal,41,Male,Hubballi-Dharwad
VIC01005,Aashi Sane,27,Male,Bengaluru Rural
VIC01006,Zehaan Mani,56,Male,Hassan
VIC01007,Vasatika Choudhary,38,Female,Mangaluru
VIC01008,Mohammed Kant,42,Male,Vijayapura
VIC01009,Brinda Tandon,64,Male,Kalaburagi
